frame,landmark0_x,landmark0_y,landmark0_z,landmark0_visibility,landmark1_x,landmark1_y,landmark1_z,landmark1_visibility,landmark2_x,landmark2_y,landmark2_z,landmark2_visibility,landmark3_x,landmark3_y,landmark3_z,landmark3_visibility,landmark4_x,landmark4_y,landmark4_z,landmark4_visibility,landmark5_x,landmark5_y,landmark5_z,landmark5_visibility,landmark6_x,landmark6_y,landmark6_z,landmark6_visibility,landmark7_x,landmark7_y,landmark7_z,landmark7_visibility,landmark8_x,landmark8_y,landmark8_z,landmark8_visibility,landmark9_x,landmark9_y,landmark9_z,landmark9_visibility,landmark10_x,landmark10_y,landmark10_z,landmark10_visibility,landmark11_x,landmark11_y,landmark11_z,landmark11_visibility,landmark12_x,landmark12_y,landmark12_z,landmark12_visibility,landmark13_x,landmark13_y,landmark13_z,landmark13_visibility,landmark14_x,landmark14_y,landmark14_z,landmark14_visibility,landmark15_x,landmark15_y,landmark15_z,landmark15_visibility,landmark16_x,landmark16_y,landmark16_z,landmark16_visibility,landmark17_x,landmark17_y,landmark17_z,landmark17_visibility,landmark18_x,landmark18_y,landmark18_z,landmark18_visibility,landmark19_x,landmark19_y,landmark19_z,landmark19_visibility,landmark20_x,landmark20_y,landmark20_z,landmark20_visibility,landmark21_x,landmark21_y,landmark21_z,landmark21_visibility,landmark22_x,landmark22_y,landmark22_z,landmark22_visibility,landmark23_x,landmark23_y,landmark23_z,landmark23_visibility,landmark24_x,landmark24_y,landmark24_z,landmark24_visibility,landmark25_x,landmark25_y,landmark25_z,landmark25_visibility,landmark26_x,landmark26_y,landmark26_z,landmark26_visibility,landmark27_x,landmark27_y,landmark27_z,landmark27_visibility,landmark28_x,landmark28_y,landmark28_z,landmark28_visibility,landmark29_x,landmark29_y,landmark29_z,landmark29_visibility,landmark30_x,landmark30_y,landmark30_z,landmark30_visibility,landmark31_x,landmark31_y,landmark31_z,landmark31_visibility,landmark32_x,landmark32_y,landmark32_z,landmark32_visibility
103,0.523358,0.464179,-0.496870,0.999880,0.515504,0.458637,-0.485900,0.999715,0.514871,0.451258,-0.486113,0.999685,0.514497,0.445911,-0.486087,0.999717,0.515855,0.475757,-0.485293,0.999834,0.515743,0.480223,-0.485565,0.999853,0.515528,0.486712,-0.485667,0.999855,0.515133,0.440919,-0.389853,0.999696,0.515619,0.493816,-0.386296,0.999656,0.528702,0.453009,-0.455815,0.999025,0.531097,0.472236,-0.456574,0.999287,0.535276,0.403637,-0.330446,0.999129,0.538825,0.527136,-0.323758,0.999101,0.489090,0.362621,-0.467473,0.957540,0.491322,0.564842,-0.473616,0.980557,0.432183,0.340070,-0.596178,0.894247,0.434127,0.597918,-0.623764,0.980051,0.415528,0.332303,-0.635214,0.845980,0.417652,0.607384,-0.672070,0.956069,0.412685,0.343599,-0.638658,0.847498,0.413671,0.595770,-0.666901,0.955861,0.419577,0.350837,-0.602560,0.829135,0.420079,0.589534,-0.629511,0.944259,0.641766,0.416244,0.002262,0.999767,0.642485,0.502293,-0.002346,0.999822,0.669417,0.363446,-0.342183,0.973726,0.666172,0.563506,-0.325378,0.973140,0.727945,0.385245,-0.087718,0.866412,0.726761,0.543563,-0.094148,0.945261,0.740584,0.398780,-0.071378,0.747391,0.738768,0.529738,-0.080296,0.838091,0.755662,0.356816,-0.152181,0.863423,0.755482,0.571634,-0.157791,0.906303
104,0.523366,0.464065,-0.458364,0.999881,0.515624,0.458471,-0.448766,0.999717,0.515007,0.451081,-0.448977,0.999688,0.514656,0.445712,-0.448963,0.999717,0.515922,0.475548,-0.448931,0.999836,0.515721,0.479955,-0.449201,0.999855,0.515488,0.486486,-0.449299,0.999857,0.515285,0.440565,-0.364580,0.999698,0.515594,0.493428,-0.370873,0.999660,0.528803,0.452927,-0.422051,0.999015,0.530932,0.472048,-0.423928,0.999284,0.535624,0.403259,-0.313573,0.999122,0.539094,0.526404,-0.317291,0.999103,0.489129,0.362362,-0.432631,0.957554,0.491943,0.564443,-0.443173,0.980354,0.432565,0.339810,-0.539736,0.893295,0.434458,0.597652,-0.566827,0.980036,0.416000,0.332024,-0.573274,0.845518,0.418003,0.607018,-0.609311,0.956329,0.413206,0.343310,-0.577355,0.847361,0.413905,0.595217,-0.605154,0.956149,0.419971,0.350667,-0.545794,0.828942,0.420327,0.588958,-0.572583,0.944720,0.641830,0.415767,0.001592,0.999762,0.642524,0.501852,-0.001671,0.999820,0.669485,0.363113,-0.320307,0.973558,0.665908,0.563044,-0.305816,0.972899,0.727911,0.385243,-0.087704,0.863800,0.726413,0.542611,-0.092549,0.945199,0.740614,0.398781,-0.070560,0.746874,0.738741,0.528876,-0.078241,0.839243,0.755675,0.356282,-0.148813,0.861564,0.755106,0.571354,-0.153130,0.906028
105,0.523275,0.463680,-0.506735,0.999877,0.515558,0.458213,-0.494535,0.999711,0.514922,0.450817,-0.494749,0.999675,0.514560,0.445456,-0.494720,0.999706,0.515982,0.475235,-0.493776,0.999834,0.515760,0.479595,-0.494052,0.999852,0.515563,0.486230,-0.494155,0.999857,0.515235,0.440103,-0.393894,0.999680,0.515721,0.493215,-0.390281,0.999653,0.528796,0.452562,-0.464169,0.998981,0.530883,0.471319,-0.464739,0.999270,0.535584,0.402766,-0.333144,0.999068,0.539138,0.525780,-0.323765,0.999104,0.488923,0.362045,-0.466602,0.953759,0.491717,0.564043,-0.462505,0.980095,0.432780,0.339413,-0.595259,0.879479,0.434809,0.597438,-0.606300,0.978930,0.416620,0.331695,-0.634627,0.826210,0.418661,0.606788,-0.653522,0.953119,0.413743,0.342882,-0.638177,0.827384,0.414326,0.594894,-0.649756,0.952696,0.420262,0.350260,-0.601707,0.805497,0.420625,0.588689,-0.612424,0.939171,0.641812,0.415553,0.000691,0.999762,0.642607,0.501514,-0.000771,0.999823,0.669474,0.363026,-0.353089,0.972793,0.665804,0.563075,-0.331397,0.971251,0.727834,0.385207,-0.087605,0.853874,0.725913,0.541770,-0.090449,0.940525,0.740607,0.398621,-0.069509,0.732744,0.738147,0.528388,-0.070797,0.829332,0.755688,0.356052,-0.160396,0.850076,0.754710,0.571167,-0.160298,0.897765
106,0.523031,0.463367,-0.497538,0.999875,0.515239,0.457892,-0.485938,0.999708,0.514616,0.450583,-0.486147,0.999668,0.514264,0.445217,-0.486125,0.999700,0.515682,0.474854,-0.485288,0.999833,0.515494,0.479056,-0.485556,0.999851,0.515341,0.485558,-0.485660,0.999857,0.515003,0.439677,-0.388754,0.999669,0.515736,0.492641,-0.385014,0.999647,0.528531,0.452206,-0.456359,0.998966,0.530657,0.470635,-0.457065,0.999264,0.535412,0.402229,-0.329923,0.999047,0.539070,0.525378,-0.320027,0.999110,0.488656,0.361635,-0.456998,0.952079,0.491427,0.563749,-0.454272,0.979740,0.432435,0.338848,-0.577715,0.870338,0.434530,0.596878,-0.590013,0.977427,0.416297,0.331564,-0.615050,0.811818,0.418629,0.606362,-0.635196,0.949077,0.413468,0.342406,-0.618826,0.812565,0.414220,0.593986,-0.631565,0.948495,0.419885,0.349696,-0.583977,0.788640,0.420428,0.587743,-0.595996,0.933268,0.641661,0.415301,0.000421,0.999763,0.642507,0.501296,-0.000506,0.999826,0.669357,0.363077,-0.346016,0.971855,0.665590,0.562767,-0.322944,0.969469,0.727751,0.385190,-0.087448,0.842661,0.725813,0.541563,-0.090342,0.935841,0.740609,0.398396,-0.069034,0.718206,0.738054,0.528412,-0.069738,0.819786,0.755673,0.356101,-0.159497,0.838793,0.754511,0.570890,-0.161828,0.890376
107,0.522945,0.463136,-0.522896,0.999871,0.515124,0.457582,-0.510199,0.999702,0.514478,0.450284,-0.510413,0.999657,0.514119,0.444869,-0.510382,0.999691,0.515485,0.474506,-0.510146,0.999831,0.515310,0.478632,-0.510429,0.999850,0.515159,0.485088,-0.510535,0.999858,0.514836,0.439184,-0.406504,0.999652,0.515598,0.492168,-0.405412,0.999643,0.528372,0.451750,-0.479200,0.998948,0.530578,0.470209,-0.480659,0.999260,0.535278,0.401739,-0.340260,0.999005,0.539022,0.524868,-0.335337,0.999121,0.488451,0.361511,-0.469864,0.949323,0.491221,0.563496,-0.470623,0.979683,0.432188,0.338673,-0.600626,0.860414,0.434244,0.596464,-0.610143,0.976662,0.415954,0.331516,-0.639820,0.796904,0.418345,0.605756,-0.656865,0.946579,0.413139,0.342221,-0.644008,0.796625,0.414025,0.593109,-0.653576,0.945641,0.419541,0.349563,-0.607323,0.770020,0.420232,0.586907,-0.616165,0.928570,0.641617,0.415278,0.000430,0.999767,0.642395,0.501291,-0.000515,0.999831,0.668939,0.363183,-0.356806,0.971671,0.665347,0.562590,-0.335523,0.968572,0.727609,0.385109,-0.087288,0.836321,0.725805,0.541572,-0.090156,0.932922,0.740611,0.398242,-0.067667,0.707707,0.738055,0.528427,-0.068161,0.812319,0.755519,0.356103,-0.163752,0.830606,0.754375,0.570897,-0.166273,0.884452
108,0.522785,0.462948,-0.512289,0.999861,0.514980,0.457366,-0.499794,0.999680,0.514408,0.450174,-0.500002,0.999627,0.514086,0.444645,-0.499978,0.999664,0.515425,0.474054,-0.499532,0.999821,0.515276,0.478136,-0.499811,0.999840,0.515128,0.484496,-0.499922,0.999852,0.514717,0.438920,-0.398095,0.999616,0.515503,0.491622,-0.396028,0.999622,0.528247,0.451639,-0.469407,0.998877,0.530454,0.469977,-0.470588,0.999222,0.535182,0.401512,-0.333985,0.998929,0.538935,0.524598,-0.328016,0.999109,0.488415,0.361378,-0.458405,0.947479,0.491174,0.563460,-0.457967,0.979597,0.431978,0.338649,-0.581137,0.852252,0.433861,0.595967,-0.590092,0.975922,0.415667,0.331419,-0.618759,0.784317,0.418130,0.604818,-0.634970,0.944256,0.412853,0.342119,-0.623109,0.783413,0.413984,0.591631,-0.631799,0.943107,0.419329,0.349500,-0.587729,0.755523,0.420052,0.585771,-0.596031,0.924897,0.641551,0.415173,0.000362,0.999769,0.642312,0.501266,-0.000450,0.999834,0.668638,0.363181,-0.353794,0.971796,0.664689,0.562061,-0.333808,0.968448,0.727331,0.385100,-0.086710,0.831700,0.725596,0.541442,-0.089646,0.931166,0.740360,0.398176,-0.065443,0.699677,0.737881,0.528419,-0.066889,0.808110,0.755290,0.356414,-0.160547,0.824696,0.754307,0.570868,-0.163687,0.880740
109,0.521776,0.462592,-0.419070,0.999853,0.513914,0.456967,-0.409396,0.999659,0.513410,0.449884,-0.409594,0.999605,0.513120,0.444402,-0.409593,0.999645,0.514468,0.473536,-0.408525,0.999808,0.514449,0.477667,-0.408781,0.999829,0.514395,0.483922,-0.408893,0.999841,0.514389,0.438795,-0.328518,0.999600,0.515057,0.491136,-0.324052,0.999599,0.527625,0.451427,-0.384443,0.998811,0.529628,0.469738,-0.384969,0.999171,0.535140,0.401364,-0.283337,0.998905,0.538715,0.524406,-0.275685,0.999055,0.488303,0.361339,-0.387432,0.948852,0.490898,0.563390,-0.396336,0.979374,0.431667,0.338941,-0.474262,0.856371,0.433163,0.595548,-0.507937,0.975607,0.415606,0.331426,-0.503181,0.789383,0.417695,0.603650,-0.546146,0.943796,0.412799,0.342132,-0.506550,0.788859,0.413770,0.590473,-0.541909,0.942797,0.419111,0.349523,-0.479438,0.762275,0.419613,0.584930,-0.513228,0.925207,0.641424,0.415068,0.000551,0.999762,0.642294,0.501232,-0.000634,0.999829,0.668328,0.363160,-0.308162,0.972300,0.664261,0.561403,-0.299410,0.969303,0.727030,0.385083,-0.081257,0.832343,0.725503,0.541318,-0.089238,0.932160,0.740070,0.398059,-0.061435,0.698608,0.737764,0.528383,-0.067640,0.808889,0.755096,0.356601,-0.134336,0.824519,0.754296,0.570799,-0.148319,0.881931
110,0.521472,0.462587,-0.408554,0.999843,0.513486,0.456863,-0.399386,0.999635,0.513051,0.449816,-0.399586,0.999580,0.512791,0.444231,-0.399584,0.999624,0.514019,0.473379,-0.398124,0.999792,0.514006,0.477501,-0.398378,0.999814,0.513933,0.483757,-0.398488,0.999828,0.514199,0.438670,-0.320684,0.999579,0.514449,0.490931,-0.314376,0.999566,0.527521,0.451429,-0.374637,0.998734,0.529236,0.469750,-0.374620,0.999109,0.535126,0.401269,-0.274970,0.998894,0.537916,0.524299,-0.267437,0.999007,0.488048,0.361345,-0.377413,0.949847,0.489715,0.563344,-0.385517,0.978742,0.431546,0.338953,-0.465473,0.860889,0.431672,0.595187,-0.495768,0.975126,0.415459,0.331386,-0.494169,0.795950,0.416522,0.603125,-0.533630,0.943231,0.412659,0.341694,-0.497927,0.795774,0.412813,0.589555,-0.529577,0.942389,0.419076,0.349080,-0.470694,0.770106,0.418148,0.584139,-0.501109,0.925402,0.641062,0.415234,0.000993,0.999752,0.641951,0.501278,-0.001076,0.999820,0.667884,0.363042,-0.301576,0.972453,0.663864,0.561297,-0.287973,0.969528,0.726909,0.385045,-0.081541,0.832685,0.725449,0.541319,-0.087684,0.932297,0.740007,0.398047,-0.061569,0.698348,0.737653,0.528390,-0.067335,0.808536,0.754970,0.356569,-0.134683,0.823975,0.754276,0.570752,-0.141320,0.881709
111,0.519428,0.462478,-0.386259,0.999830,0.511854,0.456633,-0.376763,0.999602,0.511250,0.449676,-0.376962,0.999545,0.510962,0.444096,-0.376964,0.999595,0.512375,0.472945,-0.375714,0.999771,0.512390,0.477136,-0.375970,0.999795,0.512282,0.483381,-0.376080,0.999810,0.513083,0.438608,-0.299907,0.999552,0.513069,0.490583,-0.294585,0.999525,0.525917,0.451417,-0.353355,0.998631,0.527191,0.469747,-0.353634,0.999027,0.534850,0.401230,-0.259702,0.998875,0.536696,0.523803,-0.253064,0.998942,0.485446,0.361169,-0.362552,0.950220,0.488942,0.562949,-0.372441,0.977721,0.428945,0.338990,-0.448207,0.863308,0.430633,0.595070,-0.480985,0.974018,0.414143,0.331198,-0.476278,0.799687,0.415940,0.602684,-0.517867,0.941715,0.411281,0.341639,-0.479778,0.799991,0.411984,0.589443,-0.514360,0.941058,0.417381,0.349101,-0.453464,0.775564,0.416860,0.584115,-0.486560,0.924522,0.640435,0.415229,0.001379,0.999749,0.641320,0.501255,-0.001460,0.999815,0.667673,0.362967,-0.299314,0.972863,0.662924,0.560489,-0.290476,0.970240,0.726619,0.384927,-0.082731,0.834091,0.725380,0.541316,-0.091504,0.933030,0.739649,0.397781,-0.063772,0.699196,0.737627,0.528415,-0.072585,0.808685,0.754904,0.356526,-0.134731,0.824864,0.754286,0.570776,-0.142837,0.882687
112,0.518131,0.462328,-0.477504,0.999821,0.510665,0.456362,-0.464871,0.999585,0.509894,0.449407,-0.465076,0.999523,0.509533,0.443876,-0.465057,0.999576,0.511140,0.472727,-0.464424,0.999762,0.511048,0.476980,-0.464699,0.999787,0.510815,0.483299,-0.464809,0.999804,0.511841,0.438478,-0.365091,0.999527,0.511594,0.490550,-0.362191,0.999501,0.524749,0.451321,-0.435673,0.998584,0.525734,0.469697,-0.436645,0.998995,0.534164,0.401201,-0.303424,0.998847,0.534535,0.523283,-0.294816,0.998927,0.483849,0.361090,-0.418075,0.947233,0.486358,0.562962,-0.411656,0.975801,0.427082,0.338979,-0.536728,0.852651,0.428232,0.595039,-0.534775,0.970414,0.412531,0.331179,-0.573149,0.784916,0.414450,0.602472,-0.577371,0.934193,0.409425,0.341557,-0.577847,0.784997,0.410351,0.589287,-0.576592,0.933311,0.415488,0.349088,-0.543359,0.759301,0.415047,0.584061,-0.541447,0.914755,0.638796,0.415235,0.001333,0.999755,0.639566,0.501177,-0.001418,0.999820,0.667028,0.362975,-0.344961,0.972866,0.662015,0.559266,-0.326579,0.969647,0.726248,0.384887,-0.088700,0.828626,0.725338,0.541309,-0.091242,0.929605,0.739404,0.397644,-0.067756,0.690080,0.737610,0.528432,-0.072060,0.800982,0.754729,0.356495,-0.157906,0.818672,0.754297,0.570782,-0.157561,0.876951
113,0.516166,0.462336,-0.427394,0.999814,0.508444,0.456172,-0.416746,0.999568,0.507711,0.449247,-0.416951,0.999503,0.507279,0.443718,-0.416939,0.999560,0.508764,0.472710,-0.415923,0.999750,0.508359,0.476980,-0.416190,0.999775,0.507985,0.483302,-0.416302,0.999795,0.509285,0.438270,-0.330722,0.999505,0.508756,0.490541,-0.326148,0.999471,0.522944,0.451345,-0.390876,0.998534,0.523577,0.469792,-0.391364,0.998953,0.531477,0.401035,-0.280232,0.998835,0.531459,0.522929,-0.271878,0.998889,0.480827,0.360632,-0.383426,0.947657,0.483944,0.562886,-0.382870,0.975136,0.424758,0.338936,-0.481522,0.853942,0.425963,0.595084,-0.491245,0.969187,0.410443,0.330805,-0.512279,0.785161,0.412969,0.602489,-0.528912,0.931352,0.406953,0.341239,-0.517050,0.785478,0.408260,0.589315,-0.527004,0.930566,0.412934,0.349056,-0.487603,0.760544,0.413003,0.584133,-0.497205,0.912024,0.635054,0.415313,0.001068,0.999758,0.636627,0.500970,-0.001156,0.999820,0.666701,0.362978,-0.326142,0.973430,0.662057,0.559306,-0.303337,0.970010,0.726028,0.384741,-0.088627,0.828159,0.725381,0.541421,-0.087296,0.929084,0.738991,0.397595,-0.067601,0.685236,0.737657,0.528474,-0.068648,0.798527,0.754708,0.355666,-0.153633,0.816208,0.754485,0.571096,-0.148947,0.875560
114,0.513210,0.461773,-0.488682,0.999810,0.504846,0.455408,-0.476456,0.999560,0.504252,0.448330,-0.476666,0.999492,0.503953,0.443168,-0.476644,0.999549,0.505402,0.472570,-0.476994,0.999747,0.505191,0.476901,-0.477271,0.999773,0.504990,0.483210,-0.477385,0.999794,0.505842,0.437978,-0.377196,0.999484,0.505983,0.490543,-0.378609,0.999461,0.519728,0.450932,-0.446748,0.998509,0.520753,0.469695,-0.448936,0.998944,0.528930,0.401003,-0.311862,0.998814,0.528080,0.522332,-0.310185,0.998898,0.478355,0.360436,-0.418613,0.945041,0.480563,0.562921,-0.422867,0.974652,0.421746,0.338996,-0.536293,0.844455,0.423303,0.595173,-0.542347,0.967595,0.407012,0.330803,-0.572240,0.772418,0.410390,0.602500,-0.584565,0.927619,0.403545,0.341188,-0.578669,0.772646,0.405940,0.589351,-0.583785,0.926723,0.409575,0.349041,-0.543632,0.747116,0.410656,0.584203,-0.548705,0.906880,0.631385,0.415515,0.001073,0.999765,0.632621,0.500668,-0.001162,0.999826,0.666228,0.362987,-0.331904,0.973691,0.661686,0.559343,-0.309994,0.969654,0.725928,0.384451,-0.088275,0.826435,0.725524,0.541256,-0.083742,0.927405,0.738942,0.397454,-0.067180,0.681703,0.737728,0.528138,-0.064225,0.794767,0.754655,0.355511,-0.157025,0.813594,0.754469,0.571302,-0.152190,0.872384
115,0.510209,0.461123,-0.495737,0.999807,0.501597,0.455038,-0.483642,0.999551,0.501116,0.447942,-0.483852,0.999480,0.500880,0.442963,-0.483827,0.999538,0.502200,0.472310,-0.483920,0.999743,0.502212,0.476669,-0.484203,0.999770,0.502222,0.482930,-0.484319,0.999793,0.502556,0.437855,-0.384111,0.999465,0.503295,0.490503,-0.384295,0.999451,0.516245,0.450588,-0.453670,0.998499,0.518163,0.469398,-0.455489,0.998942,0.525354,0.400978,-0.317998,0.998810,0.525055,0.521683,-0.315097,0.998913,0.475967,0.359959,-0.426500,0.942949,0.477950,0.562991,-0.430968,0.974241,0.419265,0.338947,-0.543509,0.835648,0.420136,0.595636,-0.555289,0.965887,0.403824,0.330743,-0.579453,0.759283,0.407028,0.602804,-0.598242,0.923279,0.400556,0.341190,-0.585363,0.759248,0.403007,0.589525,-0.596771,0.922215,0.406889,0.349002,-0.550587,0.732883,0.407125,0.584437,-0.561543,0.900877,0.627659,0.415756,0.001061,0.999770,0.628620,0.500260,-0.001150,0.999831,0.665807,0.363190,-0.333986,0.973777,0.661308,0.559374,-0.315173,0.969268,0.725841,0.384184,-0.087979,0.822821,0.725526,0.541644,-0.083971,0.924845,0.738915,0.397182,-0.067121,0.673489,0.737784,0.528322,-0.064471,0.787802,0.754618,0.355662,-0.161495,0.808978,0.754453,0.571817,-0.159224,0.868283
116,0.507620,0.461042,-0.497822,0.999793,0.499086,0.455002,-0.486240,0.999521,0.498609,0.447913,-0.486455,0.999445,0.498393,0.442937,-0.486434,0.999505,0.499567,0.472283,-0.486098,0.999727,0.499686,0.476629,-0.486384,0.999756,0.499735,0.482891,-0.486508,0.999783,0.499871,0.437861,-0.388414,0.999426,0.500912,0.490458,-0.386588,0.999418,0.513348,0.450597,-0.456383,0.998443,0.515365,0.469401,-0.457614,0.998904,0.521660,0.400939,-0.322092,0.998790,0.522210,0.521141,-0.317509,0.998912,0.472651,0.359658,-0.429492,0.941117,0.475549,0.562993,-0.432953,0.973769,0.416418,0.338893,-0.545016,0.826987,0.416542,0.595808,-0.558650,0.964514,0.400939,0.330650,-0.580706,0.746541,0.402970,0.603407,-0.601655,0.919740,0.398106,0.341012,-0.587103,0.746392,0.399299,0.589950,-0.600808,0.918594,0.404317,0.348732,-0.552241,0.719650,0.403227,0.584679,-0.565261,0.896165,0.624492,0.415989,0.000916,0.999775,0.625178,0.500104,-0.001006,0.999835,0.665009,0.363184,-0.331707,0.973862,0.661162,0.559385,-0.310317,0.968927,0.725843,0.383617,-0.087505,0.819359,0.725491,0.541772,-0.079047,0.922474,0.738922,0.396998,-0.066969,0.664863,0.737772,0.528507,-0.059660,0.781140,0.754609,0.354752,-0.161093,0.804018,0.754384,0.571901,-0.158583,0.864155
117,0.504059,0.461041,-0.398530,0.999748,0.495448,0.455007,-0.390806,0.999408,0.494814,0.447919,-0.391018,0.999327,0.494561,0.442933,-0.391020,0.999405,0.496195,0.472294,-0.389619,0.999648,0.496396,0.476707,-0.389898,0.999684,0.496455,0.483128,-0.390030,0.999716,0.496107,0.437916,-0.317799,0.999328,0.497620,0.490534,-0.311189,0.999262,0.509748,0.450593,-0.366588,0.998119,0.512105,0.469434,-0.366454,0.998621,0.517522,0.400884,-0.270985,0.998745,0.518897,0.520732,-0.263115,0.998754,0.468663,0.359356,-0.358104,0.942100,0.470939,0.563066,-0.361269,0.972757,0.411852,0.338828,-0.435821,0.832666,0.412473,0.596023,-0.458737,0.963449,0.395371,0.330609,-0.462288,0.754499,0.398495,0.603792,-0.492837,0.918348,0.393009,0.341164,-0.468014,0.755072,0.394698,0.590470,-0.492131,0.917699,0.399006,0.348860,-0.441791,0.730219,0.399037,0.585084,-0.465079,0.896611,0.620657,0.416504,0.000962,0.999753,0.621306,0.500035,-0.001051,0.999814,0.663910,0.363205,-0.254785,0.972392,0.660856,0.559390,-0.246205,0.968129,0.725867,0.382779,-0.083730,0.816566,0.725498,0.541895,-0.076386,0.920586,0.738916,0.396268,-0.066914,0.656766,0.737751,0.528805,-0.059781,0.774915,0.754497,0.354683,-0.139173,0.799466,0.754414,0.572629,-0.130684,0.860981
118,0.499940,0.460895,-0.577552,0.999692,0.491525,0.454920,-0.565080,0.999292,0.491010,0.447786,-0.565306,0.999166,0.490831,0.442849,-0.565278,0.999274,0.492205,0.472270,-0.565961,0.999592,0.492351,0.476699,-0.566269,0.999630,0.492432,0.483152,-0.566395,0.999680,0.492307,0.437882,-0.454113,0.999130,0.493629,0.490540,-0.456861,0.999109,0.505772,0.450425,-0.530442,0.997797,0.508086,0.469431,-0.532925,0.998429,0.513608,0.400219,-0.366391,0.998642,0.514588,0.520611,-0.372210,0.998736,0.464029,0.358859,-0.481237,0.926185,0.467064,0.563070,-0.491666,0.968542,0.406634,0.338782,-0.614698,0.797552,0.408160,0.596183,-0.625047,0.952452,0.389854,0.330590,-0.655021,0.716289,0.393261,0.603981,-0.671409,0.897501,0.387782,0.341304,-0.661739,0.715638,0.389574,0.590606,-0.671520,0.895737,0.393630,0.348995,-0.622546,0.688719,0.394527,0.585191,-0.631763,0.868884,0.616525,0.416523,0.001158,0.999754,0.616508,0.499873,-0.001255,0.999816,0.662258,0.363975,-0.349847,0.961462,0.659604,0.559245,-0.336846,0.953386,0.725702,0.382730,-0.098357,0.785059,0.724687,0.541808,-0.083578,0.894953,0.738690,0.396537,-0.079663,0.622763,0.736936,0.528801,-0.063552,0.738196,0.754215,0.354503,-0.194918,0.766366,0.753527,0.572012,-0.175301,0.827231
119,0.495586,0.460904,-0.515307,0.999646,0.487067,0.454909,-0.504296,0.999183,0.486665,0.447753,-0.504514,0.999034,0.486501,0.442805,-0.504494,0.999167,0.487731,0.472273,-0.504094,0.999526,0.487814,0.476757,-0.504385,0.999567,0.487884,0.483266,-0.504511,0.999631,0.488045,0.437876,-0.406516,0.998988,0.489368,0.490562,-0.404797,0.998941,0.501777,0.450407,-0.473658,0.997508,0.503675,0.469482,-0.474882,0.998208,0.509491,0.399544,-0.336797,0.998551,0.510524,0.520621,-0.335566,0.998641,0.458957,0.358436,-0.447154,0.923032,0.462396,0.563114,-0.447267,0.966382,0.401653,0.338735,-0.545792,0.791187,0.403373,0.596317,-0.555685,0.949322,0.384881,0.330528,-0.580118,0.706569,0.388415,0.604322,-0.596586,0.890607,0.382545,0.341329,-0.590862,0.706318,0.384921,0.590969,-0.603541,0.889331,0.388432,0.349018,-0.554179,0.678928,0.389986,0.585359,-0.564509,0.861651,0.613190,0.416685,0.001377,0.999735,0.613247,0.499882,-0.001473,0.999801,0.660231,0.364967,-0.305354,0.956337,0.658892,0.558560,-0.334507,0.949085,0.726644,0.382452,-0.097414,0.773231,0.724695,0.541842,-0.090356,0.881952,0.739277,0.396531,-0.081828,0.604581,0.736554,0.528979,-0.072364,0.716012,0.754003,0.352994,-0.188418,0.753451,0.753537,0.571265,-0.175346,0.810538
120,0.491295,0.460961,-0.448875,0.999595,0.482645,0.454894,-0.440250,0.999064,0.482343,0.447716,-0.440467,0.998897,0.482229,0.442744,-0.440453,0.999062,0.483245,0.472274,-0.438668,0.999445,0.483289,0.476795,-0.438963,0.999487,0.483352,0.483326,-0.439100,0.999563,0.483637,0.437749,-0.355265,0.998849,0.484632,0.490556,-0.347198,0.998727,0.497650,0.450384,-0.411939,0.997130,0.499299,0.469575,-0.411399,0.997887,0.505107,0.399191,-0.292360,0.998474,0.505935,0.520596,-0.281975,0.998476,0.454445,0.358232,-0.375130,0.922828,0.457990,0.563083,-0.371171,0.964415,0.396524,0.338718,-0.459370,0.794351,0.398426,0.596382,-0.474800,0.946813,0.379390,0.330370,-0.488446,0.709030,0.383084,0.604409,-0.511109,0.885534,0.376767,0.341482,-0.496035,0.709502,0.379876,0.591151,-0.513778,0.884957,0.383022,0.349257,-0.466157,0.682613,0.385100,0.585436,-0.482423,0.857879,0.609087,0.417263,0.001332,0.999705,0.609220,0.499884,-0.001427,0.999773,0.658932,0.365221,-0.253304,0.952584,0.658220,0.558313,-0.273451,0.947014,0.726660,0.382366,-0.093401,0.770279,0.725101,0.541844,-0.090234,0.875325,0.739250,0.396459,-0.079020,0.593372,0.736609,0.529163,-0.074293,0.701093,0.753825,0.353185,-0.179006,0.748239,0.753497,0.571058,-0.169198,0.801756
